Title,North Atlantic Oscillation,
Reference,"P.D., Jónsson, T. and Wheeler, D., 1997: Extension to the North Atlantic Oscillation using early instrumental pressure observations from Gibraltar and South-West Iceland. Int. J. Climatol. 17, 1433-1450. ",
 ,"Osborn TJ (2006) Recent variations in the winter North Atlantic Oscillation. Weather 61, 353-355.",
URL,http://www.cru.uea.ac.uk/cru/data/nao.htm,
,http://www.cru.uea.ac.uk/~timo/projpages/nao_update.htm,
Missing,-999.9,
Date,Year,Index
Jan-1825,1825.042,-0.23
Feb-1825,1825.125,0.21
Mar-1825,1825.208,0.33
Apr-1825,1825.292,-0.28
May-1825,1825.375,0.13
Jun-1825,1825.458,0.41
Jul-1825,1825.542,-0.92
Aug-1825,1825.625,1.43
Sep-1825,1825.708,-0.95
Oct-1825,1825.792,1.98,,,
Nov-1825,1825.875,1.06,,,
Dec-1825,1825.958,-1.31,,,
Jan-1826,1826.042,-3.05,,,
Feb-1826,1826.125,4.87,,,
Mar-1826,1826.208,-0.97,,,
Apr-1826,1826.292,1.78,,,
May-1826,1826.375,-1.2,,,
Jun-1826,1826.458,0.83,,,
Jul-1826,1826.542,1.89,,,
Aug-1826,1826.625,2.72,,,
Sep-1826,1826.708,-0.76,,,
Oct-1826,1826.792,0.18,,,
Nov-1826,1826.875,-2.41,,,
Dec-1826,1826.958,-0.59,-0.006666667,0,-0.006666667
Jan-1827,1827.042,-0.45,0.035,0.035,0
Feb-1827,1827.125,-3.72,0.039444444,0.039444444,0
Mar-1827,1827.208,1.83,0.025277778,0.025277778,0
Apr-1827,1827.292,-0.83,0.034166667,0.034166667,0
May-1827,1827.375,1.2,-0.013611111,0,-0.013611111
Jun-1827,1827.458,-0.07,-0.061944444,0,-0.061944444
Jul-1827,1827.542,2.02,-0.158611111,0,-0.158611111
Aug-1827,1827.625,-3.56,-0.268888889,0,-0.268888889
Sep-1827,1827.708,-0.07,-0.319722222,0,-0.319722222
Oct-1827,1827.792,-3.02,-0.371944444,0,-0.371944444
Nov-1827,1827.875,-1.42,-0.472777778,0,-0.472777778
Dec-1827,1827.958,2.7,-0.351944444,0,-0.351944444
Jan-1828,1828.042,1.27,-0.336111111,0,-0.336111111
Feb-1828,1828.125,0.37,-0.4625,0,-0.4625
Mar-1828,1828.208,-0.18,-0.506111111,0,-0.506111111
Apr-1828,1828.292,0.04,-0.552222222,0,-0.552222222
May-1828,1828.375,-1.59,-0.468888889,0,-0.468888889
Jun-1828,1828.458,-1.33,-0.494722222,0,-0.494722222
Jul-1828,1828.542,-4.4,-0.538055556,0,-0.538055556
Aug-1828,1828.625,-2.54,-0.592222222,0,-0.592222222
Sep-1828,1828.708,-2.78,-0.549444444,0,-0.549444444
